tag,Area,Roundness,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7
S,27595,0.20935491856177058,0.0014762816868481936,9.868441362220374e-08,7.569162171163454e-11,6.025191410078643e-12,6.005715893747149e-23,-1.6730916286904653e-15,-1.1379510480585907e-22
D,29359,0.216304108770553,0.0016205066280931824,6.131790173752202e-09,1.9499322603228776e-10,4.545749383696071e-13,-2.8839575999700004e-24,-1.459985316075885e-17,3.162121821209067e-24
S,25785,0.10927245629465888,0.0015208698873634455,6.89016922486456e-08,4.955950746693489e-11,2.793767073315972e-12,-9.81037158126044e-24,-7.297720147730688e-16,3.137575070140119e-23
S,24515,0.12822667038960048,0.0017890006270257245,1.7104695798444495e-09,4.9913581227082305e-11,6.841377026245917e-12,8.769301124129244e-23,-4.891194129511684e-17,9.106374028477859e-23
D,28129,0.215746727912176,0.0016937365774596191,4.036772664844231e-11,3.58633038145258e-10,2.930889514234589e-12,-5.05892051244739e-23,-1.2594605934442778e-17,-8.043580731944367e-23
D,48773,1.236642065579279,0.0008640007452746655,2.472973827895622e-11,1.9349521749789327e-11,5.5883322533815263e-14,-2.4257343986875674e-26,-9.559714654602451e-20,-5.280597595591502e-26
F,21619,0.23291526604237905,0.001526358536240083,6.674493318831558e-07,1.3167121590957386e-09,2.5903029579614966e-10,1.116466324412774e-19,-6.596834804829393e-14,-1.0207638099828353e-19
A,23026,0.22382440309617133,0.0013686473318419226,1.4173229093328113e-08,1.8344185304105254e-09,6.015729994473966e-11,-1.9966199507301196e-20,6.916996727082365e-15,-8.425197550738405e-22
G,25541,0.10039514982475377,0.0012684143079936573,2.9641738658473296e-08,3.329130150659572e-11,4.145159820464531e-12,4.022270390549789e-23,2.5022612380847454e-16,2.744558226333907e-23
F,23863,0.2114031150015072,0.0015191342274654,1.7534520592540114e-07,1.1561460935930421e-09,1.8303039896994216e-10,3.778894676529071e-20,-2.934541549182347e-14,-7.523930735784799e-20
A,23909,0.10582090359824017,0.0016031750580776647,5.041042973813852e-08,1.3622707016633212e-10,6.829053180508797e-11,2.1059652680841885e-21,-2.8898235344071476e-15,6.24102873195763e-21
A,26647,0.2742417868273204,0.0011745704236519894,2.1048008198873334e-08,1.0260107807941821e-09,2.232410812312447e-11,-3.325046148922491e-21,3.161408201727531e-15,5.991869543106796e-22
F,26286,0.13573291336663593,0.001217504692205236,2.461625534240073e-07,1.2223361182915269e-10,4.3173358407660356e-11,2.316800372502621e-21,2.9083661353865958e-15,-2.11397268258264e-21
D,44571,0.43631728919746343,0.0008656520516507278,2.4520072310595954e-10,2.1423358313573583e-11,3.974321467212813e-14,-4.008957481387966e-27,2.0922786865910352e-19,-3.645252481012432e-26
G,23598,0.14894675065341503,0.001977043345125308,8.833269140339e-08,2.1575308765564606e-10,1.0097785200846518e-10,-1.3728590614554003e-20,-2.6275146464697432e-15,5.802604364186537e-21
G,38741,0.34148531881271843,0.0009180089144612273,4.206944309381086e-09,6.67872666371776e-12,5.682773088521211e-12,2.411880065074815e-23,5.403956226669707e-17,-2.5376296883778524e-23
G,21578,0.09039101797860216,0.001873917673425434,2.0660025604264754e-08,3.0202089623100214e-10,6.050943134624425e-11,2.370080964478979e-21,5.018238796191703e-17,7.829115817491622e-21
G,21907,0.08897358571051191,0.0019114614214533901,3.937035813497776e-08,3.106714650523412e-10,4.9079643830400995e-11,-1.265624700026107e-21,-9.489122737143471e-15,5.926794702970305e-21
A,26484,0.2236010207946038,0.0013584927165881558,1.5121987507462643e-07,1.1099400067663802e-09,3.656251253705928e-12,6.489844507710937e-23,1.5245336242470118e-16,2.2369437556779545e-22
D,22702,0.14068701162612732,0.0018192216904430948,1.1589914401861913e-08,6.976859835771527e-10,3.3983912672682608e-12,-5.0174917482855155e-23,3.419395544740952e-16,1.5768773406240378e-22
F,18754,0.12779216734612103,0.001882974019686395,5.468565477903628e-07,2.203159346933704e-09,5.59605992360581e-11,-1.0149407926914951e-20,-3.0294518834435246e-14,1.6825084032535553e-20
F,39253,0.3788885049597011,0.0008748850441237257,7.101278584711305e-08,1.6809952495640688e-10,1.1822111219825973e-11,1.567985810540738e-22,-1.077562199628589e-15,-5.031526927890185e-22
A,19564,0.19253541757328127,0.0015129347650913035,3.4146613186466144e-08,2.8238784929198054e-09,1.508542598017734e-10,-6.135995775802019e-20,-3.897868093278779e-15,7.700199084327381e-20
A,24978,0.2415226263507721,0.0012826218510736168,1.4865751208402882e-08,1.3730645744974617e-09,4.169728232007714e-11,-9.951123923850595e-21,5.0439405469608096e-15,7.203693581406504e-22
G,27458,0.15967763632239998,0.001604471343151381,4.515583614621089e-09,1.5971632251424945e-10,2.2901843488748735e-11,8.333814042523365e-22,-9.35183560201157e-16,-1.1063318882185485e-21
D,25168,0.2661984812912984,0.0021865688380403496,2.470026083362315e-09,4.1379602351422385e-10,9.837045574580615e-13,1.9738371351336195e-23,-4.800284243341025e-17,2.0716180577952914e-24
D,22434,0.11179325037059022,0.001999789639507501,1.2077060473681915e-07,4.857431634877437e-10,4.146794201631755e-11,4.550576534465828e-21,8.506465568011323e-15,3.732232878927933e-21
S,28676,0.175483405919079,0.0014489469533299766,3.031522638651794e-08,2.7984420915989488e-11,1.349866187835725e-12,8.28927494746109e-24,-2.7993190445564e-17,3.458591904087547e-25
S,42985,0.3026313246588199,0.0008294102142492978,1.1164754196099712e-08,3.640829367976962e-12,2.6695944765655475e-13,2.331553212419153e-25,-2.4428326627430225e-17,-1.220948991696166e-25
D,29903,0.2223504026515872,0.0015881537244176957,1.4772072811918776e-08,3.1567921174808967e-10,1.656760662286714e-12,-3.072088381643397e-23,-1.8150492156846644e-16,-2.2176572744595822e-23
S,25173,0.1467887352879891,0.0015507034246491943,6.104909077531851e-08,1.5597259571123016e-11,2.367302563856204e-12,7.3890895073088e-24,-5.841421430698396e-16,-1.2341991571671869e-23
S,18939,0.16417761190918723,0.0019913924470028187,6.979640329587893e-07,2.437423751271528e-10,4.419384621322438e-11,4.3008768387525975e-21,1.8408239363215683e-15,-1.594063724276527e-21
D,39247,0.6088794413601907,0.001210917773991499,9.869511941779014e-10,4.521434153061675e-11,4.632300969270909e-14,-3.1567574578826017e-26,4.747472550556569e-19,-5.914249202626344e-26
S,27316,0.18668421116562417,0.001539827473214967,7.963614102959945e-08,1.979698821719425e-11,6.862909927061463e-13,2.103995837448939e-24,-1.2816176862547483e-16,-1.4044134091195532e-24
D,25016,0.20812486372444144,0.0018067329079340905,4.109157111732451e-09,6.528131802693733e-10,5.755448726754478e-12,-3.466990238407853e-22,-2.597066439874146e-16,-6.525976548916409e-23
G,38876,0.3325723948658541,0.000923656313289488,1.7065362159269018e-09,6.152241819575964e-12,5.5492588025285585e-12,1.9252247468830397e-23,-4.554445790160688e-17,-2.608982985868148e-23
F,31287,0.3106481283251006,0.0010987299880536364,1.3873356267034667e-07,3.8316815050948914e-10,5.320052573258372e-11,4.085491012520537e-21,-3.4155543432194313e-15,-6.4034076839612325e-21
F,18932,0.12242801619105854,0.0019404004102002814,7.771490387881717e-07,2.3539803192332577e-09,1.0416485512876517e-10,2.2268282406932078e-20,8.744595059416317e-15,4.652572668805628e-20
F,28127,0.2529870693439383,0.0012813122245706795,1.0916490881866848e-07,5.46937934985522e-10,1.266572269189122e-10,2.7367674081247937e-20,-3.439530321606422e-15,-1.903422872585506e-20
A,24610,0.21986297474141775,0.0013319102211610152,6.91663094096642e-09,1.5944150662175164e-09,4.773137724926762e-11,-1.2945591319300418e-20,3.868233881539438e-15,2.407772755258523e-21
A,32389,0.39429383585901095,0.0008992606381436634,3.2491009047561624e-08,4.092261079828233e-10,1.716407007412927e-12,3.803524733803707e-23,-2.799291563107781e-16,-2.4952421796898097e-23
F,26244,0.24764426529623595,0.0013904071090588299,1.5395054262446353e-07,8.338939299836171e-10,1.7707549782183344e-10,5.43014838790522e-20,-7.43265963109929e-15,-4.1004934677286534e-20
G,25149,0.17086486514950197,0.0018454038105131998,1.9672886739022112e-08,3.2802269778395367e-10,1.1697371845213325e-10,-1.183322003367612e-20,-1.6295433490917007e-14,-1.962106938737961e-20
G,28393,0.17570795240554016,0.0015555515490184935,1.0767371924794103e-08,1.4895491142047574e-10,1.2918132203365788e-11,5.001676675107619e-22,9.900719387603805e-17,-2.6635020378072546e-22
G,29806,0.23222347481653513,0.0015752885489666575,1.2201183442144882e-08,1.3926158468641373e-10,1.6529322864065794e-11,3.0026804539988376e-22,-1.809031555705922e-15,-7.340032125134919e-22
G,41865,0.4664573343211887,0.0008098637684378822,1.6316286398291363e-08,2.6261507991982264e-11,2.7310265098086943e-12,-2.0233491994354826e-23,-3.4611099155639785e-16,-1.1204300962591274e-23
A,22008,0.2162047502080009,0.001450872639088569,9.798858811261919e-08,1.8555867859889619e-09,3.3935009057490625e-11,-6.883449505246539e-22,6.726435679686657e-15,8.487681374305936e-21
F,25108,0.1751930818080373,0.0014583900735567852,2.1174019315305803e-07,1.0094707757646109e-09,5.022693013668359e-11,7.133641606145174e-21,-1.0836795795807246e-14,-8.776155708051328e-21
F,37744,0.35616084245317514,0.0008934917506950997,8.83455096590566e-08,1.6008815839525375e-10,3.0500926746436575e-12,1.133371682230342e-23,-6.800484818306499e-16,-6.643855958316822e-23
A,24610,0.21986297474141775,0.0013319102211610152,6.91663094096642e-09,1.5944150662175164e-09,4.773137724926762e-11,-1.2945591319300418e-20,3.868233881539438e-15,2.407772755258523e-21
F,41667,0.5153247870099754,0.0007773551205402464,6.203562564181912e-08,6.031812231658287e-11,3.36563658008412e-12,2.990139040114243e-23,-3.1450489737892927e-16,-3.748989029901261e-23
F,29093,0.32599163096258554,0.001158074686003683,2.6986765701232766e-07,3.8834844132102785e-10,3.7897490610629825e-11,-9.490420224401666e-22,-1.6064385593040917e-14,-4.49853148862068e-21
G,42594,0.44075282191759463,0.0008058237138113243,8.204659225687715e-09,2.4614925770334634e-11,2.6724677945413553e-12,-1.5457816380571423e-23,-2.4131686194792143e-16,-1.5194760587040225e-23
D,44356,0.5007919273785544,0.0008984124649748434,4.5243584476214486e-09,3.8883813940705713e-11,1.035790505935431e-12,-4.5928934459350305e-24,-4.826065416772122e-17,-4.702697778869069e-24
S,27952,0.223015629220214,0.0014739355955513214,8.649592292347438e-08,8.148287134203104e-11,6.439640305903621e-12,6.213316545856208e-23,-1.7214467378184347e-15,-1.3378745127640166e-22
D,30868,0.38176603848186624,0.0016996821525118466,1.9308655021126054e-09,1.5891030414484232e-10,1.813108377604543e-13,-9.674467935045361e-25,-2.6159818629786114e-18,-1.0586174965981448e-25
S,44964,0.42136424863310706,0.0007488932293630655,1.9746809874006622e-08,2.5259119969523605e-12,4.8896539937054097e-14,8.920937014780747e-27,4.365033616034054e-18,1.4687052383024343e-26
S,25353,0.20521218086373869,0.0017110983590064189,2.9936285990495856e-07,1.182572810145515e-10,1.95487922566316e-12,-1.0076319272305166e-24,-8.844234427178322e-16,-2.970599755221162e-23
D,36615,0.30265144327477284,0.0012138748730479085,1.5351129305445463e-09,4.721323822336818e-11,1.1679631276069953e-13,1.4824870431742327e-25,-5.645013181390387e-19,-2.3074967930498857e-25
S,27795,0.20015705718439464,0.0015008351629110387,1.7023959681972226e-07,7.056692803756944e-11,2.8463111310495443e-12,-7.849043302544934e-24,-9.719308845663971e-16,-3.956791891913945e-23
F,20433,0.12769960012572634,0.0017129120796306792,5.47837028061757e-07,1.1993298541434833e-09,4.6585421847355506e-11,-5.916794585532121e-21,-3.44299199578489e-14,-9.286737570388969e-21
A,18054,0.1802177603906639,0.0016061030951566458,1.5878076065653277e-09,3.75564996315707e-09,1.95497178227127e-10,-1.6745652579591752e-19,7.35770523697088e-15,4.419784694686274e-21
F,37005,0.6302080478889701,0.0008455544178217778,1.4959049409576038e-07,1.1558368915579822e-10,1.720757677230691e-11,3.60997782707807e-22,-1.1946940957415042e-15,-6.771999571930082e-22
D,41034,0.3786273710923682,0.0008999219619101035,3.423638132279888e-09,3.959083832384698e-11,8.955429783835872e-13,-4.3940779690305325e-24,-4.769950051263768e-17,-3.021113844876164e-24
G,38175,0.32983314370873756,0.0009247096139547353,3.5465076159788572e-09,7.277975520405403e-12,6.2023154648288175e-12,2.8240089604871565e-23,1.1437165916346113e-16,-3.0642891108445904e-23
G,29806,0.23222347481653513,0.0015752885489666575,1.2201183442144882e-08,1.3926158468641373e-10,1.6529322864065794e-11,3.0026804539988376e-22,-1.809031555705922e-15,-7.340032125134919e-22
G,24776,0.18943708661471498,0.001953711275053581,9.017300214182604e-08,2.027031381481885e-10,9.707680800132772e-11,-1.17501499725848e-20,5.037537450901097e-15,6.882984625970694e-21
G,41123,0.4422249747974579,0.0008141182329468124,2.172223417775185e-08,2.6099171753051005e-11,2.662177823183259e-12,-2.009093293226571e-23,-3.8524805580848974e-16,-9.42215141344291e-24
D,44465,0.3959089133248029,0.0008443594657812593,9.940284044921005e-12,2.72069734627628e-11,1.3362089779107168e-13,2.0200372225822663e-26,2.6561813308375175e-20,-2.5396991245069583e-25
F,22491,0.12105198660242324,0.0015978006065393239,3.8580907588749695e-07,1.6473934401992139e-09,1.0378179552097118e-10,3.014460645967115e-20,-2.214003333518324e-14,-3.054106569068372e-20
A,36652,0.5867324365442529,0.0008512695096081734,2.020501007829547e-08,2.730860306694836e-10,1.4671419579016128e-12,-2.930147490120367e-23,2.0820041238928235e-16,1.95902156889377e-24
A,25984,0.2703463352352819,0.0012130748479012147,2.1136408210186712e-08,1.1399908791386576e-09,2.8058579221021656e-11,-4.953918179135285e-21,3.972466438641433e-15,8.00730491328424e-22
F,22918,0.22836369771838053,0.0015388812692565114,5.383315977605547e-07,9.443669531388642e-10,9.117232828214273e-11,-1.2419032964150121e-20,-6.168134509931061e-14,-2.369526975116245e-20
S,29480,0.17915113795397933,0.0011749414938168814,1.6114173697263769e-07,7.260272898656451e-11,9.425732916008898e-13,-6.851051459870243e-24,-2.825557256646014e-16,-3.723218980717727e-24
D,28297,0.18808097283941633,0.0016622587437002973,5.395244219611946e-09,2.500535414841909e-10,5.2990957079786e-13,-1.3775592868092332e-24,-3.6181072344737815e-17,-5.942263836757708e-24
S,24817,0.16519073262044306,0.0017316549278508988,2.386800682271861e-07,1.168760987830002e-10,5.231679911797875e-12,6.309950563187191e-23,-2.5234092693802317e-15,-1.1293519098918236e-22
S,46388,0.34545955588440047,0.0007633553389256646,1.5035406638468409e-09,9.254081946792588e-13,3.0469702835017307e-14,5.0602629523885145e-27,-7.26399771577872e-19,7.561952726040193e-28
S,27478,0.16956922567098015,0.001625641083502648,4.526860073028919e-08,1.3537549536566315e-11,1.8525090141708737e-12,9.254226082600813e-24,-3.7573961217468687e-16,6.505419295138557e-25
D,27987,0.17740297648989853,0.0017103695420431818,1.6211985746467765e-08,1.7894474645144586e-10,5.389697960130232e-13,-4.578380812206236e-24,-6.148687838656092e-17,-2.656091704408372e-24
D,23835,0.17971012064891295,0.00205311983539266,8.310241541217239e-09,7.377570375619178e-10,4.658708351310245e-12,2.60179528273039e-22,3.4534267733720674e-16,-8.307616705674672e-23
S,27798,0.19777593790312661,0.0015006279381012744,1.7038978554873165e-07,7.084204597919089e-11,2.851914416965358e-12,-8.100132026972205e-24,-9.700098546195296e-16,-3.971934300946441e-23
A,17216,0.14825462458938718,0.0017929704463183422,1.1572236315185553e-07,4.10875937568272e-09,1.1262383452835487e-10,5.426697430104018e-21,1.1693515896682613e-14,7.642027299289234e-20
G,42186,0.30563751671953876,0.0009108255693840145,1.5335105885984197e-09,8.219017552255022e-12,6.384818327450726e-13,-2.996732188494012e-25,-2.4890676783196643e-17,-1.4315954973131798e-24
F,24346,0.21245892984526973,0.001450415456747253,4.1257829695882173e-07,8.927819616838196e-10,9.064491990169283e-11,-1.1743452329560793e-20,-5.287883346686506e-14,-2.295694134011648e-20
A,29989,0.304215627250938,0.0010464099627366442,5.662773655445521e-10,7.150644828201856e-10,1.8292398837513155e-11,-2.0902969285222625e-21,4.150524927835781e-16,8.639271571651576e-23
A,19029,0.18727031593753676,0.0015651770732670266,3.708692922260999e-08,3.140643691322128e-09,1.7690396949356343e-10,-7.537565789771315e-20,-7.478659685406928e-15,1.0819325467497785e-19
D,28127,0.14376102497579152,0.0012162715732335501,5.489875568435294e-08,3.877555407421735e-10,6.05067469923447e-12,2.8289298771260103e-22,-9.186300589490997e-17,-7.659544735004682e-23
G,27743,0.16673497163643425,0.001593704637251361,9.128789395073116e-09,1.6259679928395203e-10,1.2717947668090907e-11,4.634109270028022e-22,-5.220406349877328e-16,-3.460128238614961e-22
G,19505,0.12889239285074083,0.0025792126263460002,2.3812259825750938e-08,8.001595042674062e-10,4.882481084648531e-10,-1.6976874234473883e-19,-6.987584155595889e-14,-2.5359501984996485e-19
A,23198,0.09911335090375749,0.001680932575785638,5.42493539854782e-08,1.5162145883215821e-10,8.481938178655358e-11,2.8771608405238827e-21,-4.172838740580469e-15,9.17846128228795e-21
D,29317,0.2124016279729464,0.0016218899716635023,6.258898786401322e-09,1.9430902122534243e-10,4.567425189268588e-13,-3.404901231022196e-24,-1.797255590736858e-17,2.63076935880125e-24
F,25285,0.25975419378114417,0.0013907423640554667,4.043116003951536e-07,5.295197561788801e-10,8.687743073081175e-11,8.164638075706952e-21,-3.278350986872146e-14,-1.6749846548433653e-20
A,43315,0.9156709297658936,0.0007532365047302978,1.406265538138013e-08,1.0767318804547442e-10,1.5825322584283248e-12,-2.0654168626540553e-23,1.8765569269569555e-16,-3.836903634008874e-25
A,23307,0.15334871958720306,0.0012488142520064621,4.5011181932213555e-09,1.6389757185281897e-09,1.21457892256206e-10,-4.7587032806204235e-20,-7.215192389318509e-15,-2.5925041006044402e-20
G,20968,0.11602200526799868,0.001987924741543743,9.041269522897301e-08,9.28508251491386e-11,8.307108172877883e-11,-5.6543159720139506e-21,-6.892348567006722e-15,-4.610436491125757e-21
S,36320,0.222571559053988,0.0010740477099011108,8.724990346821026e-09,6.895289452925562e-12,6.618080274643343e-13,1.4131202738007639e-24,-3.2552519537198414e-17,-4.2374620048625284e-26
D,28120,0.15395716832806366,0.0012146807980512827,9.556493485443013e-08,3.7235725202798325e-10,7.17560431483815e-12,2.458609819332539e-22,-8.872309487437561e-16,-2.777157337474852e-22
D,22771,0.13838027687754623,0.0020756209934510465,3.193647324240356e-09,7.81647978882158e-10,3.718814008935349e-12,3.991987458668849e-23,-5.870740074149725e-17,1.9648477712799971e-22
S,29121,0.16774715287339909,0.0014592224883231352,5.29798052663499e-08,2.1497403932104625e-11,4.502555622329106e-13,1.3670130190446592e-24,-9.094239869468922e-17,3.0588526288836777e-25
S,48375,0.7796675064924925,0.0007134576888325598,2.189328142107041e-08,2.48974555289271e-12,1.0729981947995254e-13,4.751137586429931e-26,3.463277176758722e-18,-2.8608138423775974e-26
S,42584,0.28263077499760797,0.0008273436509898952,7.762291799563441e-09,3.744591817884799e-12,3.208599644090908e-13,3.100331120759739e-25,-1.868171081256293e-17,-1.6605470558346565e-25
D,31053,0.35461936756481993,0.0016385359459993721,5.751855808673322e-09,1.96757247653313e-10,4.908158263480036e-13,-1.127145473905416e-24,1.4414624368985628e-17,-4.689738958187877e-24
S,21680,0.153553843775818,0.0018456187421254395,1.471988456112307e-07,2.2349399306712293e-10,3.8933584646098236e-11,3.604616134776241e-21,3.586336560160919e-15,-4.433592102942382e-22
S,36317,0.228255373923766,0.0010805811723644128,2.0238657237752007e-08,7.318845859432476e-12,4.723833710566452e-13,8.71546411565467e-25,-6.454460709905944e-17,-1.090409528978907e-25
D,27938,0.1873260953695902,0.001587252241290953,1.9987321779130904e-08,3.154215271767842e-10,5.41178418473138e-13,4.4795762584202245e-24,1.8520789214344726e-17,-5.470539635045217e-24
A,18650,0.19298586957700944,0.0015527017688962987,1.772623635964952e-09,3.373789429870246e-09,1.7029433592714833e-10,-1.2901321897283108e-19,6.828507377270524e-15,4.154687587237392e-21
A,31959,0.40080662440886267,0.000909858724929705,3.585247284459424e-08,4.254868112172616e-10,1.7917013157050475e-12,3.8042528259376604e-23,-3.166609274753386e-16,-3.162344042592049e-23
F,23217,0.22889066533524097,0.0015125890552096684,5.080400242148029e-07,8.667341933737089e-10,1.3260212715083365e-10,1.8129602467595536e-20,-5.4440464372922884e-14,-4.1136151771144957e-20
F,21333,0.11392291217247145,0.001606387714637311,4.1836723428952706e-07,1.554580908739026e-09,6.484925763256884e-11,7.284813832692683e-21,-3.057290139988193e-14,-1.9258631253840463e-20
G,27878,0.1618997329226616,0.0016089791189676202,2.4052652417226674e-08,1.5598097758074265e-10,1.7524467495407744e-11,2.7912527920902577e-22,-2.6901359609618722e-15,-8.726745734187098e-22
G,27270,0.17508928651353367,0.0016940563352887605,2.6062408428737594e-08,1.737578334091573e-10,2.9557282631096964e-11,4.543099063993856e-22,-4.666580754156057e-15,-2.068916347219077e-21
F,36546,0.39083293091765015,0.0009035971267154489,1.250158728432304e-07,1.6893449689235582e-10,9.097380287177895e-12,-2.3615910249357055e-22,-3.120852472075919e-15,-2.672510104138465e-22
F,22131,0.21212894343462776,0.0016416939662579856,5.706168625261248e-07,1.2058558950368429e-09,1.363222417190055e-10,-2.031600426895249e-20,-9.42929828606184e-14,-5.14018473407687e-20
A,21437,0.20801245892804998,0.001511388755026453,1.0450866137969807e-07,2.084853529974091e-09,4.161327980379535e-11,3.612676925542325e-22,7.845282045337221e-15,1.2251717361436766e-20
A,37173,0.592395218082407,0.000839818616125175,1.9012793764199815e-08,2.598338673153186e-10,1.3437978332998765e-12,-2.5071742376829028e-23,1.8505668349499376e-16,1.3877488150140413e-24
D,28030,0.19675271545135056,0.0016975745870641437,1.518113059858259e-08,2.364955845371444e-10,1.7869109989294456e-12,-9.186279234766284e-24,1.7525225705054736e-16,-3.556662215573558e-23
D,26002,0.16528977047897103,0.0016859698517779375,9.037647456053912e-09,3.8524536696897215e-10,1.3740954483052313e-12,2.2945719157564197e-23,1.1082344345869673e-16,-2.1748706559407294e-23
S,28182,0.19203577157664403,0.001542051614155786,8.784176184537632e-08,1.9603434525161888e-11,2.6391624829893973e-13,1.6029281649638053e-25,-7.402699408261294e-17,-5.7849910422516535e-25
S,25753,0.1587015896709624,0.0015823581685838833,1.5207230338280558e-07,1.299127983905829e-11,1.6468138509316715e-12,-7.376417253339367e-25,-4.400172919585858e-16,-7.581353415228981e-24
D,31053,0.35461936756481993,0.0016385359459993721,5.751855808673322e-09,1.96757247653313e-10,4.908158263480036e-13,-1.127145473905416e-24,1.4414624368985628e-17,-4.689738958187877e-24
S,25939,0.10230259550592395,0.0015174777390801583,7.639489359693536e-08,4.815673210216268e-11,2.890069154577391e-12,-1.2874262523916116e-23,-7.983834724089284e-16,3.157092419216569e-23
S,23532,0.1303823366547533,0.0018098441522495642,5.894862346228155e-08,4.90334123171204e-11,5.25811090741824e-12,1.6896934796207056e-23,-5.151118556563783e-16,8.272072103660445e-23
D,23149,0.148206014441505,0.002211752212322026,1.7069453101285196e-09,5.032734860438582e-10,1.0934376085033475e-12,-4.1853168203934075e-25,1.6455357264550443e-17,2.5646919922351107e-23
S,32776,0.17434844567306643,0.0013661594655552296,1.527296490901643e-08,3.116570475742096e-11,6.288723393850255e-14,-1.8630751023985748e-26,7.684543964918366e-18,8.604658382780028e-26
F,29146,0.6274832068852835,0.0013272073594227988,1.9083270047691184e-07,6.157463594951446e-10,1.3941250637171212e-10,3.3950784502614014e-20,-1.0830452117246702e-15,-2.271058453848315e-20
D,22130,0.10276837120712798,0.0020263470671221502,1.0150967625817576e-07,5.112356816766239e-10,4.076427846563484e-11,4.94700479064784e-21,1.0063833964222472e-14,3.18712678483087e-21
F,23194,0.1729960280421026,0.001538417571809701,4.70949434502991e-07,1.0155213335671866e-09,4.5619215271485536e-11,-1.687073692844356e-21,-2.819906643038621e-14,-9.672956684232063e-21
A,54084,1.201829851436951,0.0007221335837350414,1.4958887981962205e-09,1.0995797287931998e-11,8.52884276705654e-13,-2.583265961093322e-24,-3.270982463400971e-17,-3.8536554229688824e-25
G,41772,0.32854963228487233,0.0009119017853100721,2.3084971725214306e-09,8.578878173611794e-12,6.596293908558394e-13,-2.6569574747604906e-25,-2.8660003740445926e-17,-1.5464948780737249e-24
G,26621,0.16428060108403678,0.0016932406218058615,3.254115238044286e-08,7.255844438960937e-11,7.133247036028779e-12,1.0844721838026221e-22,2.378113258727833e-16,1.207277822014415e-22
G,34112,0.21870613999847963,0.0012592447307052611,2.6775716464554347e-09,3.005185028664252e-11,1.6425802981785053e-12,5.974953480997013e-24,-8.408586992366885e-17,-9.873379429240736e-24
G,27825,0.17219292697792257,0.001601070562562134,3.064951960190842e-09,1.5647592818483585e-10,2.2183071127437045e-11,7.679814819029066e-22,-9.903967664316114e-16,-1.0574977676229015e-21
G,27359,0.2078873897616469,0.0016594835595010484,1.1122129932162082e-07,3.285982403346242e-10,7.641748519250233e-11,-7.139208300358379e-21,-2.3219233143497115e-14,-9.781036142035749e-21
G,20906,0.11385844870559607,0.001984577041400804,3.090646440171759e-08,9.921178145708906e-11,9.256660712015619e-11,-5.050441004938079e-21,-3.309300494042119e-15,-7.292754405301614e-21
A,16215,0.15596758810472816,0.0017720239153253242,2.745518927738379e-07,3.9976836587882205e-09,1.3890148677454902e-10,9.022219731751796e-20,-6.131751245788798e-14,-5.0728682359952147e-20
F,26229,0.1771588516417271,0.0014242349117394718,3.770561299508069e-07,9.221043683912441e-10,3.704849944838152e-11,-1.6821390717272166e-21,-3.0848443196345064e-15,6.637896729800082e-21
D,50174,0.728991882535388,0.0006765577570071622,6.887268775615638e-11,1.46305761707614e-11,1.4289360865943922e-13,-2.0577287786505183e-25,-8.706707308606744e-19,1.8572461408716036e-26
F,24106,0.6768349566422056,0.001456526308389281,4.1547853162119536e-07,1.3663690062686555e-09,3.492989161572903e-10,2.173622869068957e-19,-1.8177450395995852e-14,-1.0481111301160337e-19
S,48152,0.4435458383833028,0.0007400303736676861,5.755499451273468e-09,2.6783493340578085e-12,1.62582056500151e-14,-8.272628627054653e-28,3.3698684681423306e-19,3.2902726586927046e-27
D,30602,0.23108952198823351,0.0015190570762604293,1.5808587241564208e-08,1.4396407555420987e-10,9.690361092481049e-13,1.1312188863174087e-23,-3.239895622436763e-18,1.742183450476254e-24
S,31196,0.15843507378588245,0.0013891470179389822,5.708987077903517e-09,3.394159249664358e-11,3.559432818050319e-14,-3.003526834100796e-26,9.668024439328943e-19,-2.5070463597044667e-26
S,27475,0.11108180817372487,0.001492847727954574,6.186719944837491e-08,4.197812968326484e-11,2.5795954799862922e-12,-9.90166472296775e-24,-6.41010615721478e-16,2.4950549209871144e-23
S,31152,0.18542341254632627,0.0011279392548814175,8.715026346216302e-08,6.740944179314903e-11,3.753762597095032e-13,-1.847252134191519e-24,-9.065150806593481e-17,-3.9136336433724983e-25
D,29077,0.18830299500462092,0.0017054234007197204,5.0658753733329565e-09,1.761270441025893e-10,3.7199900265851917e-13,1.78206486904532e-24,-1.5793996362643016e-17,2.427136009714218e-24
D,48647,1.2334473287317815,0.0008739067908564763,4.7718503634720124e-11,1.9866816067829307e-11,3.3508965084291515e-14,-6.085668421938953e-28,1.3879384752923223e-20,-2.73336761348746e-26
A,21080,0.15918459981412855,0.0014869840271030505,7.077855953736697e-08,2.0832107955487833e-09,5.5191806752044205e-11,3.94436555138067e-21,9.6525148940103e-15,1.8294123922121195e-20
A,34723,0.3905504384809416,0.0008441235583270172,8.546528148625692e-09,2.784537791549094e-10,2.8086344757136562e-12,-7.848115063370205e-23,2.592157130695974e-16,3.170190821640794e-24
F,23975,0.23304916460656247,0.001616204659510674,4.2102789525197424e-07,1.6595371563489443e-09,8.423365477410928e-11,1.753296722624696e-20,-3.037938590082645e-14,-2.6161809983209838e-20
